gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Gene_3079,2139.78,-0.3728,0.2169,0.09204637051991593,0.14942592616869468
Gene_3080,36.79,1.8008,0.4494,0.017362710042114808,0.02817706920174425
Gene_3081,1445.63,0.2105,0.3541,0.028405779574774484,0.04608335427445568
Gene_3082,51.53,-2.9506,0.2482,0.267441936390583,0.4337365170135955
Gene_3083,702.88,-1.6758,0.578,0.03315143411591415,0.053747461277422415
Gene_3084,8.02,-0.2788,0.2534,0.06066609108307939,0.0983242967310849
Gene_3085,237.52,0.465,0.2631,0.04329910845997718,0.07015409666230911
Gene_3086,2.8,-0.0849,0.2584,0.26213601629002464,0.42458052525109274
Gene_3087,86.98,1.8285,0.3042,2.193798766321346e-07,3.552135308162801e-07
Gene_3088,358.06,-2.9267,0.1925,0.017816051386281347,0.028837894765751614
Gene_3089,52.36,0.2154,0.3737,7.687106515394511e-05,0.0001243868368186814
Gene_3090,18.16,-2.727,0.3875,0.010959619028139208,0.017728274066870282
Gene_3091,806.12,1.1396,0.3667,0.0498780185032366,0.08065656290950292
Gene_3092,120.67,-0.1417,0.2547,0.043457341237632154,0.07025111742261907
Gene_3093,55.75,0.6294,0.2551,0.008510383122964286,0.013753043185139441
Gene_3094,161.38,-4.8952,0.3613,0.009342696985317261,0.015093209992434993
Gene_3095,28950.37,1.9192,0.3216,0.026854770120462352,0.04337010678369243
Gene_3096,1490.71,1.5626,0.2198,0.0049400799785462015,0.007975589245311917
Gene_3097,1518.0,0.8753,0.0976,1.8507486283429312e-06,2.98700553315515e-06
Gene_3098,354.64,-0.1943,0.2605,0.005720233858277638,0.009229160791025554
Gene_3099,207.05,4.0057,0.3522,0.00705406289195481,0.0113775207934755
Gene_3100,1.23,-1.0603,0.3495,0.09095698163190999,0.14665750021268945
Gene_3101,38.17,1.2833,0.1485,0.04084365283088312,0.06583438560748407
Gene_3102,56.76,2.4742,0.3837,0.0020508058921481984,0.0033045534839642255
Gene_3103,3.49,1.6059,0.4851,2.572909958773332e-05,4.1445070212199296e-05
Gene_3104,14.66,-1.0944,0.2649,0.00011607146007840607,0.0001869105637333431
Gene_3105,2.82,0.5421,0.2797,0.018880795634710158,0.030394068954781327
Gene_3106,137.46,-1.9397,0.2477,0.11396161658492965,0.1833949413983419
Gene_3107,763.21,0.8586,0.2647,8.302020924483821e-06,1.3355889518152866e-05
Gene_3108,1357.7,0.6759,0.4212,0.14927924439546453,0.24007598005060232
Gene_3109,340.21,-2.8047,0.2216,0.0041793499958241885,0.006719212211935995
Gene_3110,21.61,-1.7427,0.3242,0.0008964723669152035,0.0014408106186358139
Gene_3111,3.11,-0.4247,0.2725,0.03183815417528729,0.05115384668265953
Gene_3112,4.42,-0.4513,0.3191,0.12442337357602304,0.19984480176039676
Gene_3113,11.73,-1.8142,0.2714,0.10312227810532847,0.16557848122242852
Gene_3114,25.09,0.5835,0.3821,0.033334235033091256,0.05350599523770667
Gene_3115,107.82,0.3772,0.4041,0.04917317108720586,0.0789043181758759
Gene_3116,19.52,-0.2914,0.3374,0.0002592184612742945,0.00041581402193502484
Gene_3117,292.35,-1.1337,0.2785,0.05135829184749019,0.08235774831220365
Gene_3118,93.27,1.5731,0.3787,0.01775513975978922,0.028462872330537386
Gene_3119,151.58,2.4831,0.2251,4.4702966657559526e-05,7.163936964352489e-05
Gene_3120,1451.72,-2.9992,0.343,0.0027298617115791503,0.004373376660652276
Gene_3121,14.01,-0.9183,0.2486,0.010143751565042467,0.016245598278415225
Gene_3122,342.89,2.4278,0.3215,0.006599041200254902,0.010565227666114157
Gene_3123,144.32,-0.537,0.204,0.043911617362021885,0.07028107772410673
Gene_3124,76.17,3.1216,0.4184,0.00471273678437673,0.007540378855002768
Gene_3125,871.76,1.1095,0.1743,0.002960694788889309,0.0047355962714160415
Gene_3126,860.94,-2.864,0.2871,0.0059989682723629876,0.009592210221239187
Gene_3127,22.35,1.9775,0.1523,1.2287054810633226e-06,1.964043288144697e-06
Gene_3128,103.1,0.109,0.4163,4.142963561205132e-05,6.620267755201552e-05
Gene_3129,260.45,-0.6172,0.4554,0.11402393691410233,0.18214686408003566
Gene_3130,85.97,-0.1339,0.1809,0.0003518598126805447,0.0005618968583208954
Gene_3131,478.21,-0.0564,0.3324,5.178529717990146e-05,8.267129179422327e-05
Gene_3132,260.44,-2.5968,0.2704,3.896517335552106e-13,6.218508355493307e-13
Gene_3133,5797.15,2.2424,0.3512,0.09411219594700322,0.15014708989630382
Gene_3134,6.95,0.062,0.4576,0.014619758011458586,0.023316998423378924
Gene_3135,116.18,0.6645,0.3385,0.008617304448216463,0.013739324694222677
Gene_3136,24.12,1.4273,0.2234,0.310101470485124,0.4942643775663436
Gene_3137,496.81,-1.5317,0.231,0.0020480584279089923,0.003263318081435615
Gene_3138,5.85,0.7102,0.2646,0.03492871100989222,0.0556366852658366
Gene_3139,296.67,-0.4015,0.2272,0.003962850936969602,0.006310272192626754
Gene_3140,42.09,1.2702,0.376,0.00011319272830488718,0.0001801858139205463
Gene_3141,34.18,-3.1908,0.3845,0.14150100104658597,0.22517664074886373
Gene_3142,8.22,-0.1486,0.426,0.2685662347726761,0.42724504418179465
Gene_3143,58.55,-0.9042,0.2575,0.2339429333927611,0.37204664979764807
Gene_3144,1298.55,0.6484,0.4154,0.1643071496143443,0.26121963372709744
Gene_3145,141.12,0.7051,0.4683,0.0001972991686579376,0.0003135714695771418
Gene_3146,520.8,-1.0614,0.1674,0.28752580652765564,0.4568252407493734
Gene_3147,4143.45,-1.0683,0.2513,0.06111018317799221,0.09706191737292283
Gene_3148,251.52,-0.166,0.2892,0.03308010073573098,0.05252477093637818
Gene_3149,48.54,-1.345,0.3822,0.007155498142302927,0.011357933559210996
Gene_3150,377.85,3.8629,0.434,0.009958162186058675,0.015801590266675145
Gene_3151,49.97,-0.5538,0.1269,0.03223193047734484,0.051129331340965804
Gene_3152,54.12,-4.3605,0.233,0.006170601753276136,0.009785286636974526
Gene_3153,7.1,-0.5622,0.4146,0.0736423735155941,0.11674440950474652
Gene_3154,946.26,-1.5578,0.2148,3.1816599734849106e-06,5.04225035417577e-06
Gene_3155,68.58,-2.6219,0.3798,0.00289456704839271,0.004585815982878185
Gene_3156,213.62,-1.8561,0.3574,0.0030184525246038886,0.004780570992404004
Gene_3157,18.69,0.1641,0.3777,0.10012040082714106,0.1585186840201727
Gene_3158,354.92,1.993,0.379,0.0044018416341404685,0.00696714408695864
Gene_3159,32.33,0.4698,0.2573,0.011861475405201487,0.018768157286711214
Gene_3160,111.79,-0.9098,0.2734,0.025317342414689678,0.04004641318362809
Gene_3161,858.9,0.6839,0.2655,3.1307430193838705e-06,4.950574034446348e-06
Gene_3162,721.63,-0.6886,0.3225,0.3706914856323211,0.5859808498772069
Gene_3163,142.02,-1.0419,0.0869,0.004958317220563451,0.007835520260056022
Gene_3164,4.32,-1.7315,0.3482,0.001853554379329209,0.0029282059705042795
Gene_3165,59019.38,-2.6277,0.4722,0.01792814432444117,0.028313557050601974
Gene_3166,4874.23,-0.5849,0.3197,0.12689660382908124,0.2003419700490705
Gene_3167,629.77,0.2371,0.2878,0.18732935729218564,0.2956587078475152
Gene_3168,32.9,-0.1449,0.3074,0.018726121920972425,0.029545790345491364
Gene_3169,118.25,-0.624,0.3531,0.28615966747148563,0.45135594238404675
Gene_3170,50.06,-1.4186,0.4143,0.3769331030361332,0.5943442179693049
Gene_3171,1858.85,0.9124,0.2932,0.09643365076211634,0.15200764622023383
Gene_3172,250.89,-1.9757,0.2833,0.028553107839840115,0.04499386675045717
Gene_3173,30.93,1.164,0.1626,0.02734190185272073,0.04307167903705219
Gene_3174,57.89,-1.5033,0.3047,0.0007416254913567662,0.0011679141596169548
Gene_3175,1397.41,-1.1287,0.1798,0.004915437907457639,0.007738409803932051
Gene_3176,3641.66,-2.2002,0.2453,0.006471374312005209,0.01018472507397735
Gene_3177,3154.75,-0.7521,0.3878,0.03774598351852675,0.0593863806144222
Gene_3178,674.56,1.463,0.4021,0.00015099820276797486,0.00023749324122047006
Gene_3179,89.55,0.7734,0.3463,0.1991263700678237,0.31309177683620076
Gene_3180,0.23,1.4676,0.4214,0.016486492428824998,0.02591400884757152
Gene_3181,268.89,0.7832,0.135,0.5751249266877826,0.9037161010178859
Gene_3182,147.87,-1.6555,0.4628,0.012474729634617284,0.01959586810338876
Gene_3183,196.36,-0.4962,0.2151,0.6565008901860442,1.0
Gene_3184,165.31,-1.1703,0.3301,0.296260906026348,0.4650877645625558
Gene_3185,10.46,1.9959,0.2335,0.2887031530954944,0.45308090567403386
Gene_3186,452.51,-1.7952,0.331,0.010493670018910897,0.01646324132242061
Gene_3187,525.54,1.3405,0.3018,0.00013467095895785668,0.00021121543123879655
Gene_3188,580.96,1.3394,0.4138,0.010452779398752934,0.01638880432542009
Gene_3189,985.5,2.7444,0.5465,0.01906853769851627,0.02988799012306625
Gene_3190,496.76,-0.6145,0.3882,0.019821959684938027,0.031059165911842723
Gene_3191,65.36,1.0685,0.288,0.1330750952494502,0.20845096373660743
Gene_3192,128.81,3.4225,0.4533,0.0230690744033811,0.036124450991827595
Gene_3193,178.08,-0.9265,0.1303,0.0006433037835007586,0.0010070503811846565
Gene_3194,184.09,-2.3026,0.2419,0.0052660822984462565,0.008241130357505878
Gene_3195,1092.73,-2.82,0.2769,0.00036818187282140134,0.0005760041815103275
Gene_3196,537.72,1.0691,0.2723,0.4734645529121286,0.7404825663311364
Gene_3197,9458.67,-2.8247,0.2261,0.1917685023761018,0.2998256760101654
Gene_3198,12245.8,-0.5585,0.3696,0.00013436910102483123,0.0002100173507734155
Gene_3199,174.04,0.656,0.2998,0.0021033906022817827,0.0032865478160652856
Gene_3200,0.07,0.2778,0.2863,0.0018503459246968434,0.002890262300369952
Gene_3201,1761.05,0.6382,0.4409,0.00011526908395188503,0.00017999544652074493
Gene_3202,50.36,0.3334,0.2554,0.004122393534432525,0.006435206891090424
Gene_3203,29.88,1.9183,0.4028,8.907084009681438e-07,1.3899943835333081e-06
Gene_3204,66.89,-1.4285,0.2726,0.00630544729084112,0.009836891249362122
Gene_3205,60.75,-1.0155,0.2748,0.00011862161964340958,0.00018499940680506797
Gene_3206,504.99,-1.159,0.2239,0.0991032499158008,0.15451083554069348
Gene_3207,6.56,1.2453,0.1545,6.823622307974233e-05,0.00010635321552328917
Gene_3208,17.19,1.3506,0.2339,0.001927609170292752,0.0030034421475424616
Gene_3209,294.81,2.5864,0.1224,0.004833759127169917,0.007529219824252207
Gene_3210,515.89,1.7752,0.3256,0.2948248202403678,0.4590856746190716
Gene_3211,535.44,-1.7671,0.2685,0.07576222964751003,0.11793622298802932
Gene_3212,30.75,2.5008,0.4084,0.26068979228103895,0.40567972655001394
Gene_3213,20.98,2.2849,0.2275,0.07362101338053363,0.11453175697033857
Gene_3214,53.88,1.1034,0.2742,3.97829650947108e-05,6.187086328881928e-05
Gene_3215,239.79,2.6727,0.4218,6.694249702071415e-06,1.0407726526852325e-05
Gene_3216,2895.62,-2.4849,0.389,0.021213742434652207,0.032971312456717757
Gene_3217,2.47,-0.7867,0.3136,0.06830359094370365,0.10612739425684223
Gene_3218,95.44,-1.103,0.1965,0.0019483351442007588,0.003026304977012673
Gene_3219,10.33,1.0822,0.3587,0.17877349363529949,0.27759859260139674
Gene_3220,5.45,-1.5752,0.2712,2.860113890472155e-05,4.439791820043706e-05
Gene_3221,1026.5,1.1362,0.248,0.0005524727483161577,0.0008573444263130939
Gene_3222,441.09,2.0558,0.4331,0.013691796756937977,0.021240764438315195
Gene_3223,364.62,1.0428,0.4466,0.0009349493823254351,0.0014499835333831189
Gene_3224,936.41,0.4256,0.2113,0.10668819120019898,0.16540804837240153
Gene_3225,56.86,-1.4818,0.4716,0.001141471163513082,0.0017691741529960972
Gene_3226,62.47,-1.2703,0.291,0.12306660552506637,0.19068268597004395
Gene_3227,11748.27,1.8744,0.3783,0.17968608409282213,0.27832416990833664
Gene_3228,90.64,1.169,0.4831,0.006737090822091406,0.01043216293293807
Gene_3229,645.65,-0.0585,0.2837,0.05883360222665087,0.0910736876573543
Gene_3230,150.32,-0.6269,0.3262,0.047304640102713076,0.07320433318278098
Gene_3231,3.68,-2.3199,0.3723,0.0017387968240954535,0.0026899703343060853
Gene_3232,2.49,-1.6063,0.458,0.037659350352710765,0.058242113134411945
Gene_3233,46.62,2.8671,0.302,0.014557227348941873,0.022506535789953423
Gene_3234,1226.85,-1.9207,0.3809,0.05688158343555978,0.08791589402714033
Gene_3235,718.08,0.2842,0.2226,0.005179917640485759,0.008003581026708527
Gene_3236,923.48,1.5112,0.1518,0.04386462823588203,0.0677550636945969
Gene_3237,20.61,-4.211,0.2322,0.006039038708754296,0.009325260513826893
Gene_3238,3758.39,0.2771,0.2319,0.22012166109465114,0.33979879761446613
Gene_3239,21.55,1.4069,0.3975,0.12809379896707668,0.19767561568993314
Gene_3240,227.16,0.0187,0.2927,0.009736134764984158,0.015020263444899965
Gene_3241,145.37,4.3026,0.2389,0.07428040402943423,0.11455953736803551
Gene_3242,104.82,-2.5029,0.2113,0.0002506339604399846,0.0003864230040702815
Gene_3243,2158.53,1.5881,0.2582,0.03670113265465953,0.05656771370940125
Gene_3244,36.23,-0.2592,0.3917,0.04975506028705479,0.07666419150547735
Gene_3245,9.98,1.1579,0.211,0.058788433002289565,0.09055519562891184
Gene_3246,154.47,0.662,0.2873,0.016117938955710575,0.024819739691577723
Gene_3247,66.71,2.3906,0.2618,0.005372881862058948,0.008271061979770547
Gene_3248,127359.09,0.3435,0.3354,0.012781603436818544,0.019670057612832477
Gene_3249,574.22,-2.7869,0.4841,0.006778888198147273,0.010429058766380419
Gene_3250,65.45,0.9049,0.2348,0.0565409122417469,0.08695926213741449
Gene_3251,17.95,2.9918,0.3317,0.006657831742298628,0.010236518668970832
Gene_3252,3.45,0.958,0.2985,0.002774281343123883,0.004264188968834742
Gene_3253,19.1,1.5872,0.2534,0.24430523518848732,0.37539218682926756
Gene_3254,186.77,-3.4181,0.305,0.003615671539512008,0.005554026942414759
Gene_3255,2577.71,0.2221,0.482,0.003491639442465513,0.005361854180690284
Gene_3256,1398.81,-1.3216,0.2931,0.3391953544315945,0.5207174615161106
Gene_3257,234.67,-1.0683,0.2931,0.012768200492329844,0.019595151154588465
Gene_3258,77.76,1.7801,0.2621,0.013141746962592484,0.02016223835930114
Gene_3259,254.07,2.1545,0.3415,0.16860844532264205,0.2586019100040522
Gene_3260,52.6,-0.3572,0.2,0.03473612110004152,0.05325992195651874
Gene_3261,4613.44,0.069,0.3121,0.001935783143688083,0.0029671722006255103
Gene_3262,101.66,-1.3569,0.3446,0.003403555724981981,0.005215378064636808
Gene_3263,124.88,3.5657,0.2152,0.004118087392748041,0.006308344658008642
Gene_3264,1.77,0.9981,0.4598,0.002383071424642119,0.003649420252131882
Gene_3265,100.4,2.9118,0.4561,0.003454535339724037,0.005288633404354006
Gene_3266,790.74,-1.3175,0.5248,0.1118961276816084,0.17125210848118827
Gene_3267,17.54,-0.567,0.3571,0.1225052578966805,0.18743154512956012
Gene_3268,33.07,0.3472,0.3416,0.003622749335260223,0.005541066588039497
Gene_3269,724.46,0.9697,0.2922,0.0673781184273519,0.10302464591338213
Gene_3270,7.74,-0.3235,0.3068,0.0010514724526995165,0.001607264525679481
Gene_3271,1231.02,-1.3094,0.3927,0.0001333320691438979,0.00020374704942527184
Gene_3272,51.2,1.3221,0.3017,0.00207861013421303,0.003175389755901359
Gene_3273,68.23,1.0817,0.2849,0.06205796286969451,0.09477392008200139
RB1,15.68,1.5078,0.3559,0.002364009998254578,0.003609175569854318
Gene_3275,316.11,2.0332,0.2374,0.0019159149836523457,0.002924168167967561
Gene_3276,20327.79,1.7553,0.458,0.012205762055099286,0.018623378173785912
Gene_3277,708.39,0.2014,0.3008,0.0015346534741174488,0.0023408381240351567
Gene_3278,26.35,0.1194,0.3765,0.01178986494526295,0.017977836147092027
Gene_3279,1438.33,0.8311,0.2198,0.0015040417904823365,0.00229274663183283
Gene_3280,78.78,-1.2926,0.2957,0.026386688109006927,0.040211350364228786
Gene_3281,2319.18,0.045,0.2606,1.775821090780799e-05,2.705394714778792e-05
Gene_3282,744.98,-3.2286,0.2648,0.18463345473957654,0.28119624541513333
Gene_3283,0.41,1.3147,0.1863,0.0004265059718459781,0.0006493696282673235
Gene_3284,19.92,-2.3422,0.4056,1.4988105681538352e-05,2.2812946242828543e-05
Gene_3285,981.19,2.2551,0.3484,0.14887816291777475,0.22653402756812957
Gene_3286,201.0,-0.4952,0.1581,0.24449966015137797,0.37191916664341035
Gene_3287,19.15,-0.3175,0.2788,0.021032001247284594,0.031982970266552
Gene_3288,41.8,-0.9416,0.2782,0.027809333957106504,0.04227627539845926
Gene_3289,3.28,-0.4321,0.3399,0.0036848506982218735,0.005600077048969413
Gene_3290,124.37,2.1278,0.2855,0.1563517057594186,0.2375443721656314
Gene_3291,12349.61,-3.7317,0.4087,0.00014162538709124517,0.00021510538744113787
Gene_3292,742.38,1.9154,0.3964,1.0333061009771779e-06,1.5689433661967474e-06
Gene_3293,11858.9,0.507,0.5207,0.0006120296704657029,0.0009290067857706479
Gene_3294,866.79,-1.8105,0.0773,0.0010079721767287913,0.0015295480678737348
Gene_3295,1158.59,-1.613,0.4367,0.006232455697035275,0.0094545747831239
Gene_3296,7693.7,2.5146,0.3795,4.383931590809303e-05,6.64836455991705e-05
Gene_3297,315.62,-1.4183,0.2825,0.0026732948300431537,0.004052903017045412
Gene_3298,102.06,-2.345,0.2743,0.004999440859731424,0.007577206516719346
Gene_3299,1170.65,1.706,0.2912,0.0007606060947240623,0.0011524334768546398
Gene_3300,2718.08,0.5078,0.3248,0.008682115846304957,0.013150735907762735
Gene_3301,56.83,-1.4069,0.2459,0.03414759460960331,0.051707441867963826
Gene_3302,35.05,0.3249,0.1396,4.203367749332746e-05,6.362954510040487e-05
Gene_3303,195.92,-1.5386,0.248,0.00030965195256018484,0.0004686016231237664
Gene_3304,782.89,1.6512,0.2734,0.001032343148639072,0.001561789937426735
Gene_3305,732.29,1.5921,0.357,0.019957559142662545,0.030183846253270634
Gene_3306,8.6,0.798,0.1812,0.004455056632730829,0.006735797751331765
Gene_3307,6790.04,0.5425,0.3643,1.4099103338687866e-05,2.1310615687254937e-05
Gene_3308,41.17,2.6418,0.1795,0.051422584001368885,0.07770109398816695
Gene_3309,87.35,-0.0005,0.3397,0.10885067848720568,0.16442700677825633
Gene_3310,24.4,-1.7728,0.3552,0.026264557548158488,0.039662575578614453
Gene_3311,32749.98,0.6742,0.287,0.022715702818300428,0.03429302961699944
Gene_3312,240.84,3.1291,0.3046,0.02462474575520317,0.03716381792212975
Gene_3313,27.06,-1.5221,0.3697,0.03689761289399749,0.05566930128846936
Gene_3314,835.35,-0.5422,0.2418,8.268434391226741e-05,0.00012471243425681358
Gene_3315,691.09,0.6247,0.3309,0.006245390006872848,0.009417053689494644
Gene_3316,101.96,-0.0809,0.2649,0.001887921963093377,0.0028458274993870625
Gene_3317,797.29,-1.4735,0.455,0.11995754867157321,0.18076785514100843
Gene_3318,28.49,1.7429,0.3543,0.008060204271662562,0.012142519240226819
Gene_3319,55.38,3.4801,0.1956,0.08283970768642575,0.12475859591329178
Gene_3320,2.66,0.2942,0.4818,0.09545684241828782,0.14371701658881034
Gene_3321,10.51,-1.3561,0.4002,0.22824285281382262,0.3435322890033453
Gene_3322,5515.19,-2.3234,0.1794,1.2770598316240364e-06,1.921546541715372e-06
Gene_3323,3955.48,0.387,0.1474,0.18743825436336972,0.2819468326765489
Gene_3324,169.28,1.6558,0.1772,0.0002379083334737104,0.00035775689244166975
Gene_3325,4129.3,0.7128,0.2018,0.011651199963896741,0.017515333679940983
Gene_3326,107.75,-0.0036,0.3151,0.30818675750023367,0.46316014051733345
Gene_3327,91.21,-0.8839,0.3082,0.00012153831606097158,0.0001825996335050655
Gene_3328,166.17,-1.6382,0.3735,0.12205219011548939,0.1833165967490078
Gene_3329,115.6,1.6425,0.2689,0.0030039610959368868,0.004510452096001332
Gene_3330,96.51,1.3707,0.2739,0.0001433262070409971,0.00021513990849744385
Gene_3331,1460.88,-2.3186,0.3113,0.014379681758833734,0.021578153899810527
Gene_3332,200.39,2.3848,0.4126,0.0024119599233451434,0.003618301715189234
Gene_3333,617.06,0.8611,0.1107,0.005570487871599159,0.008354060995199699
Gene_3334,1167.66,2.0994,0.2744,0.06864237962976406,0.10291211338795211
Gene_3335,322.59,-2.0132,0.4319,0.00014403044088133262,0.00021587296295163763
Gene_3336,21.32,-2.0487,0.3068,0.02339668536049379,0.03505646592821964
Gene_3337,9.92,-0.2235,0.2705,0.2059508855380765,0.30849443609657956
Gene_3338,199.85,0.7542,0.2185,0.00010837148471592804,0.0001622813487809644
Gene_3339,105.37,2.6945,0.3903,0.008364600780454425,0.012521857455770098
Gene_3340,176.76,1.0591,0.2519,0.05693204499828124,0.08520210266130088
Gene_3341,143.72,-0.364,0.2511,0.00018511983450992988,0.0002769596566575851
Gene_3342,26033.7,-1.5396,0.4364,0.2956716602989992,0.44222503783876643
Gene_3343,10.38,1.845,0.1953,0.0061989959253080625,0.009268833620376888
Gene_3344,2.77,-1.4471,0.4631,0.01601544312712553,0.023939376871637566
Gene_3345,288.52,2.4427,0.3169,4.634958601774041e-05,6.926118651784281e-05
Gene_3346,69.91,-0.4266,0.3025,0.0009592456024061008,0.0014329931317688988
Gene_3347,279.26,2.3859,0.3285,0.11870696277681907,0.17728041035964617
Gene_3348,477.12,1.0184,0.3021,0.01241790668740479,0.018539723331449372
Gene_3349,1935.67,-0.2055,0.2472,0.003662080632899942,0.005465791989402898
Gene_3350,7.28,-0.7791,0.3344,0.02077282088082268,0.030994958043602923
Gene_3351,48.74,-0.5114,0.251,6.72988273955854e-07,1.0038607905069421e-06
Gene_3352,349.86,4.0381,0.3428,0.0033644646142051084,0.005017096054585608
Gene_3353,692.93,0.1157,0.5313,0.08839750895428923,0.1317792321918444
Gene_3354,11931.04,-0.8907,0.366,0.0013879227681182999,0.002068439296748584
